image,subject,batch,split,n_boxes
images/test/subject_sub-041_frame_037797.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_040851.jpg,sub-041,batch2,test,2
images/train/subject_sub-042_frame_012540.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_015783.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_019026.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_022270.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_025514.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_033685.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_036868.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_040052.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_043236.jpg,sub-042,batch2,train,2
images/train/subject_sub-042_frame_046421.jpg,sub-042,batch2,train,2
images/train/subject_sub-043_frame_011481.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_014754.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_018029.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_021302.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_024576.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_035550.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_038852.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_042153.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_045454.jpg,sub-043,batch2,train,2
images/train/subject_sub-043_frame_048756.jpg,sub-043,batch2,train,2
images/train/subject_sub-044_frame_012827.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_016046.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_019266.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_022483.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_025703.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_033782.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_036963.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_040143.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_043324.jpg,sub-044,batch2,train,2
images/train/subject_sub-044_frame_046504.jpg,sub-044,batch2,train,2
images/train/subject_sub-045_frame_014434.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_017907.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_021381.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_024854.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_028327.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_037024.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_040407.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_043791.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_047175.jpg,sub-045,batch2,train,2
images/train/subject_sub-045_frame_050558.jpg,sub-045,batch2,train,2
images/train/subject_sub-046_frame_011984.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_015339.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_018694.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_022048.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_025403.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_033992.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_037304.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_040614.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_043925.jpg,sub-046,batch2,train,2
images/train/subject_sub-046_frame_047237.jpg,sub-046,batch2,train,2
images/val/subject_sub-047_frame_017890.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_021269.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_024648.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_028027.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_031406.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_041358.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_044836.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_048313.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_051791.jpg,sub-047,batch2,val,2
images/val/subject_sub-047_frame_055268.jpg,sub-047,batch2,val,2
images/train/subject_sub-048_frame_013582.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_016849.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_020116.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_023384.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_026651.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_035097.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_038397.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_041697.jpg,sub-048,batch2,train,1
images/train/subject_sub-048_frame_044997.jpg,sub-048,batch2,train,2
images/train/subject_sub-048_frame_048298.jpg,sub-048,batch2,train,2
images/train/subject_sub-049_frame_011984.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_015316.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_018646.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_021978.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_025308.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_034917.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_038201.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_041484.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_044767.jpg,sub-049,batch2,train,2
images/train/subject_sub-049_frame_048051.jpg,sub-049,batch2,train,2
images/train/subject_sub-050_frame_014453.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_017801.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_021148.jpg,sub-050,batch2,train,1
images/train/subject_sub-050_frame_024495.jpg,sub-050,batch2,train,1
images/train/subject_sub-050_frame_027843.jpg,sub-050,batch2,train,1
images/train/subject_sub-050_frame_039034.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_042350.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_045667.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_048983.jpg,sub-050,batch2,train,2
images/train/subject_sub-050_frame_052301.jpg,sub-050,batch2,train,2
images/test/subject_sub-051_frame_012138.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_015464.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_018791.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_022117.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_025445.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_033624.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_036854.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_040085.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_043315.jpg,sub-051,batch2,test,2
images/test/subject_sub-051_frame_046546.jpg,sub-051,batch2,test,2
images/val/subject_sub-052_frame_014046.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_017298.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_020551.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_023803.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_027055.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_035350.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_038539.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_041729.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_044919.jpg,sub-052,batch2,val,2
images/val/subject_sub-052_frame_048110.jpg,sub-052,batch2,val,2
images/train/subject_sub-053_frame_015533.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_018749.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_021963.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_025180.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_028396.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_036519.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_039759.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_043000.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_046241.jpg,sub-053,batch2,train,2
images/train/subject_sub-053_frame_049482.jpg,sub-053,batch2,train,2
images/val/subject_sub-054_frame_013220.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_016511.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_019803.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_023095.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_026385.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_034609.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_037746.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_040883.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_044021.jpg,sub-054,batch2,val,2
images/val/subject_sub-054_frame_047158.jpg,sub-054,batch2,val,2
images/test/subject_sub-055_frame_012645.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_015908.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_019171.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_022434.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_025697.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_033956.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_037112.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_040269.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_043425.jpg,sub-055,batch2,test,2
images/test/subject_sub-055_frame_046581.jpg,sub-055,batch2,test,1
images/train/subject_sub-061_frame_014782.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_018048.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_021314.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_024580.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_027846.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_037360.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_040681.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_044002.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_047323.jpg,sub-061,batch2,train,2
images/train/subject_sub-061_frame_050645.jpg,sub-061,batch2,train,2
