image_id,subject,batch,block,frame_idx,unix_ms,image_path,source_video
subject_sub-021_frame_065320,sub-021,batch1,3,65320,1786865731096,images/batch1/subject_sub-021_frame_065320.jpg,E:\正式实验\sub-021_\nir\sub-021_nir.avi
subject_sub-021_frame_068492,sub-021,batch1,3,68492,1786865836848,images/batch1/subject_sub-021_frame_068492.jpg,E:\正式实验\sub-021_\nir\sub-021_nir.avi
subject_sub-021_frame_071665,sub-021,batch1,3,71665,1786865942615,images/batch1/subject_sub-021_frame_071665.jpg,E:\正式实验\sub-021_\nir\sub-021_nir.avi
subject_sub-022_frame_013989,sub-022,batch1,1,13989,1786867733701,images/batch1/subject_sub-022_frame_013989.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_017252,sub-022,batch1,1,17252,1786867842453,images/batch1/subject_sub-022_frame_017252.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_020515,sub-022,batch1,1,20515,1786867951227,images/batch1/subject_sub-022_frame_020515.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_023778,sub-022,batch1,1,23778,1786868059976,images/batch1/subject_sub-022_frame_023778.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_027041,sub-022,batch1,1,27041,1786868168742,images/batch1/subject_sub-022_frame_027041.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_035603,sub-022,batch1,2,35603,1786868454154,images/batch1/subject_sub-022_frame_035603.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_038756,sub-022,batch1,2,38756,1786868559252,images/batch1/subject_sub-022_frame_038756.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_041910,sub-022,batch1,2,41910,1786868664407,images/batch1/subject_sub-022_frame_041910.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_045064,sub-022,batch1,2,45064,1786868769503,images/batch1/subject_sub-022_frame_045064.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_048217,sub-022,batch1,2,48217,1786868874607,images/batch1/subject_sub-022_frame_048217.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_056549,sub-022,batch1,3,56549,1786869152333,images/batch1/subject_sub-022_frame_056549.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_059675,sub-022,batch1,3,59675,1786869256544,images/batch1/subject_sub-022_frame_059675.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_062802,sub-022,batch1,3,62802,1786869360792,images/batch1/subject_sub-022_frame_062802.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_065928,sub-022,batch1,3,65928,1786869464971,images/batch1/subject_sub-022_frame_065928.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-022_frame_069054,sub-022,batch1,3,69054,1786869569180,images/batch1/subject_sub-022_frame_069054.jpg,E:\正式实验\sub-022_\nir\sub-022_nir.avi
subject_sub-023_frame_016442,sub-023,batch1,1,16442,1786869065636,images/batch1/subject_sub-023_frame_016442.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_019787,sub-023,batch1,1,19787,1786869177143,images/batch1/subject_sub-023_frame_019787.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_023133,sub-023,batch1,1,23133,1786869288659,images/batch1/subject_sub-023_frame_023133.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_026478,sub-023,batch1,1,26478,1786869400163,images/batch1/subject_sub-023_frame_026478.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_029824,sub-023,batch1,1,29824,1786869511682,images/batch1/subject_sub-023_frame_029824.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_040818,sub-023,batch1,2,40818,1786869878179,images/batch1/subject_sub-023_frame_040818.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_044053,sub-023,batch1,2,44053,1786869986016,images/batch1/subject_sub-023_frame_044053.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_047288,sub-023,batch1,2,47288,1786870093841,images/batch1/subject_sub-023_frame_047288.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_050523,sub-023,batch1,2,50523,1786870201664,images/batch1/subject_sub-023_frame_050523.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_053757,sub-023,batch1,2,53757,1786870309488,images/batch1/subject_sub-023_frame_053757.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_061812,sub-023,batch1,3,61812,1786870577951,images/batch1/subject_sub-023_frame_061812.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_064971,sub-023,batch1,3,64971,1786870683264,images/batch1/subject_sub-023_frame_064971.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_068129,sub-023,batch1,3,68129,1786870788542,images/batch1/subject_sub-023_frame_068129.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_071288,sub-023,batch1,3,71288,1786870893852,images/batch1/subject_sub-023_frame_071288.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-023_frame_074448,sub-023,batch1,3,74448,1786870999166,images/batch1/subject_sub-023_frame_074448.jpg,E:\正式实验\sub-023_\nir\sub-023_nir.avi
subject_sub-024_frame_010251,sub-024,batch1,1,10251,1786868514919,images/batch1/subject_sub-024_frame_010251.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_013343,sub-024,batch1,1,13343,1786868617998,images/batch1/subject_sub-024_frame_013343.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_016435,sub-024,batch1,1,16435,1786868721051,images/batch1/subject_sub-024_frame_016435.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_019527,sub-024,batch1,1,19527,1786868824122,images/batch1/subject_sub-024_frame_019527.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_022620,sub-024,batch1,1,22620,1786868927216,images/batch1/subject_sub-024_frame_022620.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_030347,sub-024,batch1,2,30347,1786869184795,images/batch1/subject_sub-024_frame_030347.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_033435,sub-024,batch1,2,33435,1786869287720,images/batch1/subject_sub-024_frame_033435.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_036524,sub-024,batch1,2,36524,1786869390697,images/batch1/subject_sub-024_frame_036524.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_039612,sub-024,batch1,2,39612,1786869493626,images/batch1/subject_sub-024_frame_039612.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_042701,sub-024,batch1,2,42701,1786869596586,images/batch1/subject_sub-024_frame_042701.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_050369,sub-024,batch1,3,50369,1786869852183,images/batch1/subject_sub-024_frame_050369.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_053419,sub-024,batch1,3,53419,1786869953848,images/batch1/subject_sub-024_frame_053419.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_056465,sub-024,batch1,3,56465,1786870055497,images/batch1/subject_sub-024_frame_056465.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_059516,sub-024,batch1,3,59516,1786870157189,images/batch1/subject_sub-024_frame_059516.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-024_frame_062566,sub-024,batch1,3,62566,1786870258852,images/batch1/subject_sub-024_frame_062566.jpg,E:\正式实验\sub-024_\nir\sub-024_nir.avi
subject_sub-025_frame_014635,sub-025,batch1,1,14635,1786879507256,images/batch1/subject_sub-025_frame_014635.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_017923,sub-025,batch1,1,17923,1786879616850,images/batch1/subject_sub-025_frame_017923.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_021211,sub-025,batch1,1,21211,1786879726457,images/batch1/subject_sub-025_frame_021211.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_024499,sub-025,batch1,1,24499,1786879836075,images/batch1/subject_sub-025_frame_024499.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_027787,sub-025,batch1,1,27787,1786879945677,images/batch1/subject_sub-025_frame_027787.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_036476,sub-025,batch1,2,36476,1786880235282,images/batch1/subject_sub-025_frame_036476.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_039766,sub-025,batch1,2,39766,1786880344958,images/batch1/subject_sub-025_frame_039766.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_043055,sub-025,batch1,2,43055,1786880454588,images/batch1/subject_sub-025_frame_043055.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_046345,sub-025,batch1,2,46345,1786880564248,images/batch1/subject_sub-025_frame_046345.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_049634,sub-025,batch1,2,49634,1786880673889,images/batch1/subject_sub-025_frame_049634.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_059201,sub-025,batch1,3,59201,1786880992780,images/batch1/subject_sub-025_frame_059201.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_062548,sub-025,batch1,3,62548,1786881104638,images/batch1/subject_sub-025_frame_062548.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_065903,sub-025,batch1,3,65903,1786881216497,images/batch1/subject_sub-025_frame_065903.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_069256,sub-025,batch1,3,69256,1786881328339,images/batch1/subject_sub-025_frame_069256.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-025_frame_072612,sub-025,batch1,3,72612,1786881440222,images/batch1/subject_sub-025_frame_072612.jpg,E:\正式实验\sub-025_\nir\sub-025_nir.avi
subject_sub-026_frame_016223,sub-026,batch1,1,16223,1786884062977,images/batch1/subject_sub-026_frame_016223.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_019410,sub-026,batch1,1,19410,1786884169198,images/batch1/subject_sub-026_frame_019410.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_022597,sub-026,batch1,1,22597,1786884275452,images/batch1/subject_sub-026_frame_022597.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_025783,sub-026,batch1,1,25783,1786884381664,images/batch1/subject_sub-026_frame_025783.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_028971,sub-026,batch1,1,28971,1786884487904,images/batch1/subject_sub-026_frame_028971.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_037001,sub-026,batch1,2,37001,1786884755619,images/batch1/subject_sub-026_frame_037001.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_040158,sub-026,batch1,2,40158,1786884860827,images/batch1/subject_sub-026_frame_040158.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_043313,sub-026,batch1,2,43313,1786884966000,images/batch1/subject_sub-026_frame_043313.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_046469,sub-026,batch1,2,46469,1786885071202,images/batch1/subject_sub-026_frame_046469.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_049625,sub-026,batch1,2,49625,1786885176380,images/batch1/subject_sub-026_frame_049625.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_057657,sub-026,batch1,3,57657,1786885444122,images/batch1/subject_sub-026_frame_057657.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_060761,sub-026,batch1,3,60761,1786885547581,images/batch1/subject_sub-026_frame_060761.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_063864,sub-026,batch1,3,63864,1786885651020,images/batch1/subject_sub-026_frame_063864.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_066968,sub-026,batch1,3,66968,1786885754479,images/batch1/subject_sub-026_frame_066968.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-026_frame_070071,sub-026,batch1,3,70071,1786885857918,images/batch1/subject_sub-026_frame_070071.jpg,E:\正式实验\sub-026_\nir\sub-026_nir.avi
subject_sub-027_frame_014490,sub-027,batch1,1,14490,1786878896143,images/batch1/subject_sub-027_frame_014490.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_017672,sub-027,batch1,1,17672,1786879002225,images/batch1/subject_sub-027_frame_017672.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_020855,sub-027,batch1,1,20855,1786879108333,images/batch1/subject_sub-027_frame_020855.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_024038,sub-027,batch1,1,24038,1786879214413,images/batch1/subject_sub-027_frame_024038.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_027220,sub-027,batch1,1,27220,1786879320495,images/batch1/subject_sub-027_frame_027220.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_036813,sub-027,batch1,2,36813,1786879640257,images/batch1/subject_sub-027_frame_036813.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_040025,sub-027,batch1,2,40025,1786879747343,images/batch1/subject_sub-027_frame_040025.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_043238,sub-027,batch1,2,43238,1786879854429,images/batch1/subject_sub-027_frame_043238.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_046450,sub-027,batch1,2,46450,1786879961519,images/batch1/subject_sub-027_frame_046450.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_049663,sub-027,batch1,2,49663,1786880068601,images/batch1/subject_sub-027_frame_049663.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_059056,sub-027,batch1,3,59056,1786880381702,images/batch1/subject_sub-027_frame_059056.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_063343,sub-027,batch1,3,63343,1786880524604,images/batch1/subject_sub-027_frame_063343.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_067629,sub-027,batch1,3,67629,1786880667468,images/batch1/subject_sub-027_frame_067629.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_071913,sub-027,batch1,3,71913,1786880810367,images/batch1/subject_sub-027_frame_071913.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-027_frame_076196,sub-027,batch1,3,76196,1786880953235,images/batch1/subject_sub-027_frame_076196.jpg,E:\正式实验\sub-027_\nir\sub-027_nir.avi
subject_sub-028_frame_015129,sub-028,batch1,1,15129,1786883977967,images/batch1/subject_sub-028_frame_015129.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_018423,sub-028,batch1,1,18423,1786884087769,images/batch1/subject_sub-028_frame_018423.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_021717,sub-028,batch1,1,21717,1786884197568,images/batch1/subject_sub-028_frame_021717.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_025011,sub-028,batch1,1,25011,1786884307373,images/batch1/subject_sub-028_frame_025011.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_028305,sub-028,batch1,1,28305,1786884417177,images/batch1/subject_sub-028_frame_028305.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_037203,sub-028,batch1,2,37203,1786884713875,images/batch1/subject_sub-028_frame_037203.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_040384,sub-028,batch1,2,40384,1786884819905,images/batch1/subject_sub-028_frame_040384.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_043567,sub-028,batch1,2,43567,1786884925987,images/batch1/subject_sub-028_frame_043567.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_046748,sub-028,batch1,2,46748,1786885032032,images/batch1/subject_sub-028_frame_046748.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_049931,sub-028,batch1,2,49931,1786885138117,images/batch1/subject_sub-028_frame_049931.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_058932,sub-028,batch1,3,58932,1786885438163,images/batch1/subject_sub-028_frame_058932.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_062043,sub-028,batch1,3,62043,1786885541861,images/batch1/subject_sub-028_frame_062043.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_065153,sub-028,batch1,3,65153,1786885645530,images/batch1/subject_sub-028_frame_065153.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_068263,sub-028,batch1,3,68263,1786885749206,images/batch1/subject_sub-028_frame_068263.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-028_frame_071374,sub-028,batch1,3,71374,1786885852901,images/batch1/subject_sub-028_frame_071374.jpg,E:\正式实验\sub-028_\nir\sub-028_nir.avi
subject_sub-029_frame_012082,sub-029,batch1,1,12082,1786879861581,images/batch1/subject_sub-029_frame_012082.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_015314,sub-029,batch1,1,15314,1786879969311,images/batch1/subject_sub-029_frame_015314.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_018547,sub-029,batch1,1,18547,1786880077054,images/batch1/subject_sub-029_frame_018547.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_021778,sub-029,batch1,1,21778,1786880184780,images/batch1/subject_sub-029_frame_021778.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_025010,sub-029,batch1,1,25010,1786880292508,images/batch1/subject_sub-029_frame_025010.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_034784,sub-029,batch1,2,34784,1786880618333,images/batch1/subject_sub-029_frame_034784.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_038960,sub-029,batch1,2,38960,1786880757515,images/batch1/subject_sub-029_frame_038960.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_043136,sub-029,batch1,2,43136,1786880896716,images/batch1/subject_sub-029_frame_043136.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_047311,sub-029,batch1,2,47311,1786881035883,images/batch1/subject_sub-029_frame_047311.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_051487,sub-029,batch1,2,51487,1786881175084,images/batch1/subject_sub-029_frame_051487.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_060993,sub-029,batch1,3,60993,1786881491944,images/batch1/subject_sub-029_frame_060993.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_064257,sub-029,batch1,3,64257,1786881600743,images/batch1/subject_sub-029_frame_064257.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_067522,sub-029,batch1,3,67522,1786881709574,images/batch1/subject_sub-029_frame_067522.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_070786,sub-029,batch1,3,70786,1786881818359,images/batch1/subject_sub-029_frame_070786.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-029_frame_074051,sub-029,batch1,3,74051,1786881927194,images/batch1/subject_sub-029_frame_074051.jpg,E:\正式实验\sub-029_\nir\sub-029_nir.avi
subject_sub-030_frame_012844,sub-030,batch1,1,12844,1786865252860,images/batch1/subject_sub-030_frame_012844.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_016074,sub-030,batch1,1,16074,1786865360512,images/batch1/subject_sub-030_frame_016074.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_019304,sub-030,batch1,1,19304,1786865468176,images/batch1/subject_sub-030_frame_019304.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_022533,sub-030,batch1,1,22533,1786865575824,images/batch1/subject_sub-030_frame_022533.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_025763,sub-030,batch1,1,25763,1786865683490,images/batch1/subject_sub-030_frame_025763.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_034905,sub-030,batch1,2,34905,1786865988220,images/batch1/subject_sub-030_frame_034905.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_038103,sub-030,batch1,2,38103,1786866094794,images/batch1/subject_sub-030_frame_038103.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_041299,sub-030,batch1,2,41299,1786866201356,images/batch1/subject_sub-030_frame_041299.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_044497,sub-030,batch1,2,44497,1786866307935,images/batch1/subject_sub-030_frame_044497.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_047693,sub-030,batch1,2,47693,1786866414490,images/batch1/subject_sub-030_frame_047693.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_056500,sub-030,batch1,3,56500,1786866708058,images/batch1/subject_sub-030_frame_056500.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_059721,sub-030,batch1,3,59721,1786866815421,images/batch1/subject_sub-030_frame_059721.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_062942,sub-030,batch1,3,62942,1786866922777,images/batch1/subject_sub-030_frame_062942.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_066163,sub-030,batch1,3,66163,1786867030153,images/batch1/subject_sub-030_frame_066163.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-030_frame_069384,sub-030,batch1,3,69384,1786867137511,images/batch1/subject_sub-030_frame_069384.jpg,E:\正式实验\sub-030_\nir\sub-030_nir.avi
subject_sub-9504_frame_015079,sub-9504,batch1,1,15079,1786766196406,images/batch1/subject_sub-9504_frame_015079.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_018588,sub-9504,batch1,1,18588,1786766313385,images/batch1/subject_sub-9504_frame_018588.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_022096,sub-9504,batch1,1,22096,1786766430328,images/batch1/subject_sub-9504_frame_022096.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_025569,sub-9504,batch1,1,25569,1786766547298,images/batch1/subject_sub-9504_frame_025569.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_029079,sub-9504,batch1,1,29079,1786766664272,images/batch1/subject_sub-9504_frame_029079.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_037441,sub-9504,batch1,2,37441,1786766943137,images/batch1/subject_sub-9504_frame_037441.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_040809,sub-9504,batch1,2,40809,1786767055382,images/batch1/subject_sub-9504_frame_040809.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_044174,sub-9504,batch1,2,44174,1786767167576,images/batch1/subject_sub-9504_frame_044174.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_047542,sub-9504,batch1,2,47542,1786767279809,images/batch1/subject_sub-9504_frame_047542.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_050908,sub-9504,batch1,2,50908,1786767392032,images/batch1/subject_sub-9504_frame_050908.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_059288,sub-9504,batch1,3,59288,1786767671552,images/batch1/subject_sub-9504_frame_059288.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_062593,sub-9504,batch1,3,62593,1786767781719,images/batch1/subject_sub-9504_frame_062593.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_065897,sub-9504,batch1,3,65897,1786767891868,images/batch1/subject_sub-9504_frame_065897.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_069202,sub-9504,batch1,3,69202,1786768002034,images/batch1/subject_sub-9504_frame_069202.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-9504_frame_072504,sub-9504,batch1,3,72504,1786768112202,images/batch1/subject_sub-9504_frame_072504.jpg,E:\正式实验\sub-9504_\nir\sub-9504_nir.avi
subject_sub-031_frame_012173,sub-031,batch2,1,12173,1787037923078,images/batch2/subject_sub-031_frame_012173.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_015547,sub-031,batch2,1,15547,1787038035570,images/batch2/subject_sub-031_frame_015547.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_018921,sub-031,batch2,1,18921,1787038148026,images/batch2/subject_sub-031_frame_018921.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_022295,sub-031,batch2,1,22295,1787038260495,images/batch2/subject_sub-031_frame_022295.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_025670,sub-031,batch2,1,25670,1787038372978,images/batch2/subject_sub-031_frame_025670.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_033934,sub-031,batch2,2,33934,1787038648466,images/batch2/subject_sub-031_frame_033934.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_037227,sub-031,batch2,2,37227,1787038758255,images/batch2/subject_sub-031_frame_037227.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_040522,sub-031,batch2,2,40522,1787038868065,images/batch2/subject_sub-031_frame_040522.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
