image_id,subject,video,frame_idx,frame_type,n_eye_boxes,quality,annotator,review_status,notes
subject_sub-035_frame_012922,sub-035,sub-035_nir.avi,12922,,,,,,
subject_sub-035_frame_016246,sub-035,sub-035_nir.avi,16246,,,,,,
subject_sub-035_frame_019570,sub-035,sub-035_nir.avi,19570,,,,,,
subject_sub-035_frame_022894,sub-035,sub-035_nir.avi,22894,,,,,,
subject_sub-035_frame_026219,sub-035,sub-035_nir.avi,26219,,,,,,
subject_sub-035_frame_034648,sub-035,sub-035_nir.avi,34648,,,,,,
subject_sub-035_frame_037894,sub-035,sub-035_nir.avi,37894,,,,,,
subject_sub-035_frame_041142,sub-035,sub-035_nir.avi,41142,,,,,,
subject_sub-035_frame_044388,sub-035,sub-035_nir.avi,44388,,,,,,
subject_sub-035_frame_047634,sub-035,sub-035_nir.avi,47634,,,,,,
subject_sub-036_frame_014831,sub-036,sub-036_nir.avi,14831,,,,,,
subject_sub-036_frame_018282,sub-036,sub-036_nir.avi,18282,,,,,,
subject_sub-036_frame_021733,sub-036,sub-036_nir.avi,21733,,,,,,
subject_sub-036_frame_025184,sub-036,sub-036_nir.avi,25184,,,,,,
subject_sub-036_frame_028635,sub-036,sub-036_nir.avi,28635,,,,,,
subject_sub-036_frame_037443,sub-036,sub-036_nir.avi,37443,,,,,,
subject_sub-036_frame_040657,sub-036,sub-036_nir.avi,40657,,,,,,
subject_sub-036_frame_043871,sub-036,sub-036_nir.avi,43871,,,,,,
subject_sub-036_frame_047084,sub-036,sub-036_nir.avi,47084,,,,,,
subject_sub-036_frame_050298,sub-036,sub-036_nir.avi,50298,,,,,,
subject_sub-037_frame_016519,sub-037,sub-037_nir.avi,16519,,,,,,
subject_sub-037_frame_020170,sub-037,sub-037_nir.avi,20170,,,,,,
subject_sub-037_frame_023823,sub-037,sub-037_nir.avi,23823,,,,,,
subject_sub-037_frame_027474,sub-037,sub-037_nir.avi,27474,,,,,,
subject_sub-037_frame_031125,sub-037,sub-037_nir.avi,31125,,,,,,
subject_sub-037_frame_040198,sub-037,sub-037_nir.avi,40198,,,,,,
subject_sub-037_frame_043584,sub-037,sub-037_nir.avi,43584,,,,,,
subject_sub-037_frame_046969,sub-037,sub-037_nir.avi,46969,,,,,,
subject_sub-037_frame_050353,sub-037,sub-037_nir.avi,50353,,,,,,
subject_sub-037_frame_053733,sub-037,sub-037_nir.avi,53733,,,,,,
subject_sub-038_frame_017376,sub-038,sub-038_nir.avi,17376,,,,,,
subject_sub-038_frame_020518,sub-038,sub-038_nir.avi,20518,,,,,,
subject_sub-038_frame_023660,sub-038,sub-038_nir.avi,23660,,,,,,
subject_sub-038_frame_026804,sub-038,sub-038_nir.avi,26804,,,,,,
subject_sub-038_frame_029946,sub-038,sub-038_nir.avi,29946,,,,,,
subject_sub-038_frame_038550,sub-038,sub-038_nir.avi,38550,,,,,,
subject_sub-038_frame_041652,sub-038,sub-038_nir.avi,41652,,,,,,
subject_sub-038_frame_044753,sub-038,sub-038_nir.avi,44753,,,,,,
subject_sub-038_frame_047855,sub-038,sub-038_nir.avi,47855,,,,,,
subject_sub-038_frame_050957,sub-038,sub-038_nir.avi,50957,,,,,,
subject_sub-039_frame_012683,sub-039,sub-039_nir.avi,12683,,,,,,
subject_sub-039_frame_015953,sub-039,sub-039_nir.avi,15953,,,,,,
subject_sub-039_frame_019213,sub-039,sub-039_nir.avi,19213,,,,,,
subject_sub-039_frame_022483,sub-039,sub-039_nir.avi,22483,,,,,,
subject_sub-039_frame_025753,sub-039,sub-039_nir.avi,25753,,,,,,
subject_sub-039_frame_034085,sub-039,sub-039_nir.avi,34085,,,,,,
subject_sub-039_frame_037282,sub-039,sub-039_nir.avi,37282,,,,,,
subject_sub-039_frame_040481,sub-039,sub-039_nir.avi,40481,,,,,,
subject_sub-039_frame_043678,sub-039,sub-039_nir.avi,43678,,,,,,
subject_sub-039_frame_046876,sub-039,sub-039_nir.avi,46876,,,,,,
subject_sub-040_frame_013081,sub-040,sub-040_nir.avi,13081,,,,,,
subject_sub-040_frame_016500,sub-040,sub-040_nir.avi,16500,,,,,,
subject_sub-040_frame_019920,sub-040,sub-040_nir.avi,19920,,,,,,
subject_sub-040_frame_023340,sub-040,sub-040_nir.avi,23340,,,,,,
subject_sub-040_frame_026758,sub-040,sub-040_nir.avi,26758,,,,,,
subject_sub-040_frame_035277,sub-040,sub-040_nir.avi,35277,,,,,,
subject_sub-040_frame_038643,sub-040,sub-040_nir.avi,38643,,,,,,
subject_sub-040_frame_042008,sub-040,sub-040_nir.avi,42008,,,,,,
subject_sub-040_frame_045375,sub-040,sub-040_nir.avi,45375,,,,,,
subject_sub-040_frame_048740,sub-040,sub-040_nir.avi,48740,,,,,,
subject_sub-041_frame_008923,sub-041,sub-041_nir.avi,8923,,,,,,
subject_sub-041_frame_011985,sub-041,sub-041_nir.avi,11985,,,,,,
subject_sub-041_frame_015046,sub-041,sub-041_nir.avi,15046,,,,,,
subject_sub-041_frame_018107,sub-041,sub-041_nir.avi,18107,,,,,,
subject_sub-041_frame_021169,sub-041,sub-041_nir.avi,21169,,,,,,
subject_sub-041_frame_028637,sub-041,sub-041_nir.avi,28637,,,,,,
subject_sub-041_frame_031690,sub-041,sub-041_nir.avi,31690,,,,,,
subject_sub-041_frame_034744,sub-041,sub-041_nir.avi,34744,,,,,,
subject_sub-041_frame_037797,sub-041,sub-041_nir.avi,37797,,,,,,
subject_sub-041_frame_040851,sub-041,sub-041_nir.avi,40851,,,,,,
subject_sub-042_frame_012540,sub-042,sub-042_nir.avi,12540,,,,,,
subject_sub-042_frame_015783,sub-042,sub-042_nir.avi,15783,,,,,,
subject_sub-042_frame_019026,sub-042,sub-042_nir.avi,19026,,,,,,
subject_sub-042_frame_022270,sub-042,sub-042_nir.avi,22270,,,,,,
subject_sub-042_frame_025514,sub-042,sub-042_nir.avi,25514,,,,,,
subject_sub-042_frame_033685,sub-042,sub-042_nir.avi,33685,,,,,,
subject_sub-042_frame_036868,sub-042,sub-042_nir.avi,36868,,,,,,
subject_sub-042_frame_040052,sub-042,sub-042_nir.avi,40052,,,,,,
subject_sub-042_frame_043236,sub-042,sub-042_nir.avi,43236,,,,,,
subject_sub-042_frame_046421,sub-042,sub-042_nir.avi,46421,,,,,,
subject_sub-043_frame_011481,sub-043,sub-043_nir.avi,11481,,,,,,
subject_sub-043_frame_014754,sub-043,sub-043_nir.avi,14754,,,,,,
subject_sub-043_frame_018029,sub-043,sub-043_nir.avi,18029,,,,,,
subject_sub-043_frame_021302,sub-043,sub-043_nir.avi,21302,,,,,,
subject_sub-043_frame_024576,sub-043,sub-043_nir.avi,24576,,,,,,
subject_sub-043_frame_035550,sub-043,sub-043_nir.avi,35550,,,,,,
subject_sub-043_frame_038852,sub-043,sub-043_nir.avi,38852,,,,,,
subject_sub-043_frame_042153,sub-043,sub-043_nir.avi,42153,,,,,,
subject_sub-043_frame_045454,sub-043,sub-043_nir.avi,45454,,,,,,
subject_sub-043_frame_048756,sub-043,sub-043_nir.avi,48756,,,,,,
subject_sub-044_frame_012827,sub-044,sub-044_nir.avi,12827,,,,,,
subject_sub-044_frame_016046,sub-044,sub-044_nir.avi,16046,,,,,,
subject_sub-044_frame_019266,sub-044,sub-044_nir.avi,19266,,,,,,
subject_sub-044_frame_022483,sub-044,sub-044_nir.avi,22483,,,,,,
subject_sub-044_frame_025703,sub-044,sub-044_nir.avi,25703,,,,,,
subject_sub-044_frame_033782,sub-044,sub-044_nir.avi,33782,,,,,,
subject_sub-044_frame_036963,sub-044,sub-044_nir.avi,36963,,,,,,
subject_sub-044_frame_040143,sub-044,sub-044_nir.avi,40143,,,,,,
subject_sub-044_frame_043324,sub-044,sub-044_nir.avi,43324,,,,,,
subject_sub-044_frame_046504,sub-044,sub-044_nir.avi,46504,,,,,,
subject_sub-045_frame_014434,sub-045,sub-045_nir.avi,14434,,,,,,
subject_sub-045_frame_017907,sub-045,sub-045_nir.avi,17907,,,,,,
subject_sub-045_frame_021381,sub-045,sub-045_nir.avi,21381,,,,,,
subject_sub-045_frame_024854,sub-045,sub-045_nir.avi,24854,,,,,,
subject_sub-045_frame_028327,sub-045,sub-045_nir.avi,28327,,,,,,
subject_sub-045_frame_037024,sub-045,sub-045_nir.avi,37024,,,,,,
subject_sub-045_frame_040407,sub-045,sub-045_nir.avi,40407,,,,,,
subject_sub-045_frame_043791,sub-045,sub-045_nir.avi,43791,,,,,,
subject_sub-045_frame_047175,sub-045,sub-045_nir.avi,47175,,,,,,
subject_sub-045_frame_050558,sub-045,sub-045_nir.avi,50558,,,,,,
subject_sub-046_frame_011984,sub-046,sub-046_nir.avi,11984,,,,,,
subject_sub-046_frame_015339,sub-046,sub-046_nir.avi,15339,,,,,,
subject_sub-046_frame_018694,sub-046,sub-046_nir.avi,18694,,,,,,
subject_sub-046_frame_022048,sub-046,sub-046_nir.avi,22048,,,,,,
subject_sub-046_frame_025403,sub-046,sub-046_nir.avi,25403,,,,,,
subject_sub-046_frame_033992,sub-046,sub-046_nir.avi,33992,,,,,,
subject_sub-046_frame_037304,sub-046,sub-046_nir.avi,37304,,,,,,
subject_sub-046_frame_040614,sub-046,sub-046_nir.avi,40614,,,,,,
subject_sub-046_frame_043925,sub-046,sub-046_nir.avi,43925,,,,,,
subject_sub-046_frame_047237,sub-046,sub-046_nir.avi,47237,,,,,,
subject_sub-047_frame_017890,sub-047,sub-047_nir.avi,17890,,,,,,
subject_sub-047_frame_021269,sub-047,sub-047_nir.avi,21269,,,,,,
subject_sub-047_frame_024648,sub-047,sub-047_nir.avi,24648,,,,,,
subject_sub-047_frame_028027,sub-047,sub-047_nir.avi,28027,,,,,,
subject_sub-047_frame_031406,sub-047,sub-047_nir.avi,31406,,,,,,
subject_sub-047_frame_041358,sub-047,sub-047_nir.avi,41358,,,,,,
subject_sub-047_frame_044836,sub-047,sub-047_nir.avi,44836,,,,,,
subject_sub-047_frame_048313,sub-047,sub-047_nir.avi,48313,,,,,,
subject_sub-047_frame_051791,sub-047,sub-047_nir.avi,51791,,,,,,
subject_sub-047_frame_055268,sub-047,sub-047_nir.avi,55268,,,,,,
subject_sub-048_frame_013582,sub-048,sub-048_nir.avi,13582,,,,,,
subject_sub-048_frame_016849,sub-048,sub-048_nir.avi,16849,,,,,,
subject_sub-048_frame_020116,sub-048,sub-048_nir.avi,20116,,,,,,
subject_sub-048_frame_023384,sub-048,sub-048_nir.avi,23384,,,,,,
subject_sub-048_frame_026651,sub-048,sub-048_nir.avi,26651,,,,,,
subject_sub-048_frame_035097,sub-048,sub-048_nir.avi,35097,,,,,,
subject_sub-048_frame_038397,sub-048,sub-048_nir.avi,38397,,,,,,
subject_sub-048_frame_041697,sub-048,sub-048_nir.avi,41697,,,,,,
subject_sub-048_frame_044997,sub-048,sub-048_nir.avi,44997,,,,,,
subject_sub-048_frame_048298,sub-048,sub-048_nir.avi,48298,,,,,,
subject_sub-049_frame_011984,sub-049,sub-049_nir.avi,11984,,,,,,
subject_sub-049_frame_015316,sub-049,sub-049_nir.avi,15316,,,,,,
subject_sub-049_frame_018646,sub-049,sub-049_nir.avi,18646,,,,,,
subject_sub-049_frame_021978,sub-049,sub-049_nir.avi,21978,,,,,,
subject_sub-049_frame_025308,sub-049,sub-049_nir.avi,25308,,,,,,
subject_sub-049_frame_034917,sub-049,sub-049_nir.avi,34917,,,,,,
subject_sub-049_frame_038201,sub-049,sub-049_nir.avi,38201,,,,,,
subject_sub-049_frame_041484,sub-049,sub-049_nir.avi,41484,,,,,,
subject_sub-049_frame_044767,sub-049,sub-049_nir.avi,44767,,,,,,
subject_sub-049_frame_048051,sub-049,sub-049_nir.avi,48051,,,,,,
subject_sub-050_frame_014453,sub-050,sub-050_nir.avi,14453,,,,,,
subject_sub-050_frame_017801,sub-050,sub-050_nir.avi,17801,,,,,,
subject_sub-050_frame_021148,sub-050,sub-050_nir.avi,21148,,,,,,
subject_sub-050_frame_024495,sub-050,sub-050_nir.avi,24495,,,,,,
subject_sub-050_frame_027843,sub-050,sub-050_nir.avi,27843,,,,,,
subject_sub-050_frame_039034,sub-050,sub-050_nir.avi,39034,,,,,,
subject_sub-050_frame_042350,sub-050,sub-050_nir.avi,42350,,,,,,
subject_sub-050_frame_045667,sub-050,sub-050_nir.avi,45667,,,,,,
subject_sub-050_frame_048983,sub-050,sub-050_nir.avi,48983,,,,,,
subject_sub-050_frame_052301,sub-050,sub-050_nir.avi,52301,,,,,,
subject_sub-051_frame_012138,sub-051,sub-051_nir.avi,12138,,,,,,
subject_sub-051_frame_015464,sub-051,sub-051_nir.avi,15464,,,,,,
subject_sub-051_frame_018791,sub-051,sub-051_nir.avi,18791,,,,,,
subject_sub-051_frame_022117,sub-051,sub-051_nir.avi,22117,,,,,,
subject_sub-051_frame_025445,sub-051,sub-051_nir.avi,25445,,,,,,
subject_sub-051_frame_033624,sub-051,sub-051_nir.avi,33624,,,,,,
subject_sub-051_frame_036854,sub-051,sub-051_nir.avi,36854,,,,,,
subject_sub-051_frame_040085,sub-051,sub-051_nir.avi,40085,,,,,,
subject_sub-051_frame_043315,sub-051,sub-051_nir.avi,43315,,,,,,
subject_sub-051_frame_046546,sub-051,sub-051_nir.avi,46546,,,,,,
subject_sub-052_frame_014046,sub-052,sub-052_nir.avi,14046,,,,,,
subject_sub-052_frame_017298,sub-052,sub-052_nir.avi,17298,,,,,,
subject_sub-052_frame_020551,sub-052,sub-052_nir.avi,20551,,,,,,
subject_sub-052_frame_023803,sub-052,sub-052_nir.avi,23803,,,,,,
subject_sub-052_frame_027055,sub-052,sub-052_nir.avi,27055,,,,,,
subject_sub-052_frame_035350,sub-052,sub-052_nir.avi,35350,,,,,,
subject_sub-052_frame_038539,sub-052,sub-052_nir.avi,38539,,,,,,
subject_sub-052_frame_041729,sub-052,sub-052_nir.avi,41729,,,,,,
subject_sub-052_frame_044919,sub-052,sub-052_nir.avi,44919,,,,,,
subject_sub-052_frame_048110,sub-052,sub-052_nir.avi,48110,,,,,,
subject_sub-053_frame_015533,sub-053,sub-053_nir.avi,15533,,,,,,
subject_sub-053_frame_018749,sub-053,sub-053_nir.avi,18749,,,,,,
subject_sub-053_frame_021963,sub-053,sub-053_nir.avi,21963,,,,,,
subject_sub-053_frame_025180,sub-053,sub-053_nir.avi,25180,,,,,,
subject_sub-053_frame_028396,sub-053,sub-053_nir.avi,28396,,,,,,
subject_sub-053_frame_036519,sub-053,sub-053_nir.avi,36519,,,,,,
subject_sub-053_frame_039759,sub-053,sub-053_nir.avi,39759,,,,,,
subject_sub-053_frame_043000,sub-053,sub-053_nir.avi,43000,,,,,,
subject_sub-053_frame_046241,sub-053,sub-053_nir.avi,46241,,,,,,
subject_sub-053_frame_049482,sub-053,sub-053_nir.avi,49482,,,,,,
subject_sub-054_frame_013220,sub-054,sub-054_nir.avi,13220,,,,,,
subject_sub-054_frame_016511,sub-054,sub-054_nir.avi,16511,,,,,,
subject_sub-054_frame_019803,sub-054,sub-054_nir.avi,19803,,,,,,
subject_sub-054_frame_023095,sub-054,sub-054_nir.avi,23095,,,,,,
subject_sub-054_frame_026385,sub-054,sub-054_nir.avi,26385,,,,,,
subject_sub-054_frame_034609,sub-054,sub-054_nir.avi,34609,,,,,,
subject_sub-054_frame_037746,sub-054,sub-054_nir.avi,37746,,,,,,
subject_sub-054_frame_040883,sub-054,sub-054_nir.avi,40883,,,,,,
subject_sub-054_frame_044021,sub-054,sub-054_nir.avi,44021,,,,,,
subject_sub-054_frame_047158,sub-054,sub-054_nir.avi,47158,,,,,,
subject_sub-055_frame_012645,sub-055,sub-055_nir.avi,12645,,,,,,
subject_sub-055_frame_015908,sub-055,sub-055_nir.avi,15908,,,,,,
subject_sub-055_frame_019171,sub-055,sub-055_nir.avi,19171,,,,,,
subject_sub-055_frame_022434,sub-055,sub-055_nir.avi,22434,,,,,,
subject_sub-055_frame_025697,sub-055,sub-055_nir.avi,25697,,,,,,
subject_sub-055_frame_033956,sub-055,sub-055_nir.avi,33956,,,,,,
subject_sub-055_frame_037112,sub-055,sub-055_nir.avi,37112,,,,,,
subject_sub-055_frame_040269,sub-055,sub-055_nir.avi,40269,,,,,,
subject_sub-055_frame_043425,sub-055,sub-055_nir.avi,43425,,,,,,
subject_sub-055_frame_046581,sub-055,sub-055_nir.avi,46581,,,,,,
subject_sub-061_frame_014782,sub-061,sub-061_nir.avi,14782,,,,,,
subject_sub-061_frame_018048,sub-061,sub-061_nir.avi,18048,,,,,,
subject_sub-061_frame_021314,sub-061,sub-061_nir.avi,21314,,,,,,
subject_sub-061_frame_024580,sub-061,sub-061_nir.avi,24580,,,,,,
subject_sub-061_frame_027846,sub-061,sub-061_nir.avi,27846,,,,,,
subject_sub-061_frame_037360,sub-061,sub-061_nir.avi,37360,,,,,,
subject_sub-061_frame_040681,sub-061,sub-061_nir.avi,40681,,,,,,
subject_sub-061_frame_044002,sub-061,sub-061_nir.avi,44002,,,,,,
subject_sub-061_frame_047323,sub-061,sub-061_nir.avi,47323,,,,,,
subject_sub-061_frame_050645,sub-061,sub-061_nir.avi,50645,,,,,,
